Datetime;Open;High;Low;Close;Adj Close;Volume;Variacao
2020-09-01T14:16:00Z;101579,58;101604,83;101579,58;101604,83;101604,83;0; 1,856556e-04
2020-09-01T14:17:00Z;101609,67;101609,67;101599,83;101599,83;101599,83;0;-4,921026e-05
2020-09-01T14:18:00Z;101676,55;101697,90;101676,55;101697,90;101697,90;0; 9,652575e-04
2020-09-01T14:19:00Z;101680,59;101738,58;101680,59;101738,58;101738,58;0; 4,000083e-04
2020-09-01T14:20:00Z;101792,99;101852,19;101792,99;101852,19;101852,19;0; 1,116686e-03
2020-09-01T14:21:00Z;101802,93;101802,93;101785,01;101785,01;101785,01;0;-6,595833e-04
2020-09-01T14:22:00Z;101733,44;101733,44;101730,55;101730,55;101730,55;0;-5,350493e-04
2020-09-01T14:23:00Z;101719,53;101719,53;101681,60;101681,60;101681,60;0;-4,811731e-04
2020-09-01T14:24:00Z;101663,78;101681,09;101663,78;101681,09;101681,09;0;-5,015657e-06
2020-09-01T14:25:00Z;101687,98;101687,98;101659,40;101659,40;101659,40;0;-2,133140e-04
2020-09-01T14:26:00Z;101672,60;101715,68;101672,60;101715,68;101715,68;0; 5,536133e-04
2020-09-01T14:27:00Z;101693,92;101693,92;101659,97;101659,97;101659,97;0;-5,477032e-04
2020-09-01T14:28:00Z;101638,44;101638,44;101604,34;101604,34;101604,34;0;-5,472164e-04
2020-09-01T14:29:00Z;101592,68;101592,68;101582,78;101582,78;101582,78;0;-2,121957e-04
2020-09-01T14:30:00Z;101636,44;101673,54;101636,44;101673,54;101673,54;0; 8,934585e-04
2020-09-01T14:31:00Z;101696,37;101704,73;101696,37;101704,73;101704,73;0; 3,067661e-04
2020-09-01T14:32:00Z;101733,96;101733,96;101725,49;101725,49;101725,49;0; 2,041203e-04
2020-09-01T14:33:00Z;101689,33;101718,28;101689,33;101718,28;101718,28;0;-7,087702e-05
2020-09-01T14:34:00Z;101668,16;101668,16;101599,08;101599,08;101599,08;0;-1,171864e-03
2020-09-01T14:35:00Z;101627,68;101627,68;101625,41;101625,41;101625,41;0; 2,591559e-04
2020-09-01T14:36:00Z;101612,53;101612,53;101607,81;101607,81;101607,81;0;-1,731850e-04
2020-09-01T14:37:00Z;101596,22;101596,22;101573,76;101573,76;101573,76;0;-3,351120e-04
2020-09-01T14:38:00Z;101617,36;101617,36;101611,19;101611,19;101611,19;0; 3,685007e-04
2020-09-01T14:39:00Z;101604,37;101636,67;101604,37;101636,67;101636,67;0; 2,507598e-04
2020-09-01T14:40:00Z;101652,23;101679,28;101652,23;101679,28;101679,28;0; 4,192385e-04
2020-09-01T14:41:00Z;101711,88;101722,46;101711,88;101722,46;101722,46;0; 4,246686e-04
2020-09-01T14:42:00Z;101711,60;101711,60;101669,65;101669,65;101669,65;0;-5,191577e-04
2020-09-01T14:43:00Z;101685,90;101685,90;101672,66;101672,66;101672,66;0; 2,960569e-05
2020-09-01T14:44:00Z;101656,40;101687,82;101656,40;101687,82;101687,82;0; 1,491060e-04
2020-09-01T14:45:00Z;101732,19;101742,67;101732,19;101742,67;101742,67;0; 5,393960e-04
2020-09-01T14:46:00Z;101730,24;101759,28;101730,24;101759,28;101759,28;0; 1,632550e-04
2020-09-01T14:47:00Z;101709,29;101740,46;101709,29;101740,46;101740,46;0;-1,849463e-04
